word,translation,freq,category,example,diff
physician-diagnosed,physician诊断的,1,cardiovascular,"Due to the aging population and burgeoning obesity epidemic, the prevalence of p",hard
physicians-american,美国医师,1,assessment,A report of the American College of Cardiology/American Heart Association/Americ,hard
physiologist,生理学家,7,metabolism,"ACSM’s Resources for the Exercise Physiologist, sixth edition of ACSM’s",medium
physiologistr-ball,生理学家球,1,metabolism,ACSM Certified Exercise PhysiologistR-ball (ACSM-EP),hard
physiology,生理学,31,physiology,Too little exercise and too much sitting: inactivity physiology and the need for,easy
physiotherapists,物理治疗师,2,physiology,A clinical practice guideline for physiotherapists treating patients with chroni,hard
physiotherapy,物理治疗,5,physiology,Physiotherapy interventions for ankylosing spondylitis.,hard
plasma,血浆,15,musculoskeletal,Blood glucose Fasting plasma glucose ≥100 mg ∙ dL−1 (5.5 mmol ∙ L−1); or 2 h pla,medium
platelet,血小板,2,physiology,Exercise intensity: platelet function and platelet-leukocyte conjugate formation,hard
platelet-leukocyte,platelet-leukocyte细胞,1,physiology,Exercise intensity: platelet function and platelet-leukocyte conjugate formation,hard
pleasant-activated,愉快激活的,1,physiology,Unpacking the feel-good effect of free-time physical activity: between- and with,hard
plethysmography,plethysmography成像/描记法,9,physiology,Body fat percentage determined from skinfold thickness measurements correlates w,hard
plyometric,ply测量的,1,musculoskeletal,"In healthy athletic populations, multicomponent training, which includes resista",hard
plyometrics,超等长训练,1,fitness,"exercises, plyometrics, and resistance training equipment, which can also result",hard
pneumoconiosis,pneumoconiosis症,1,physiology,■ Pneumoconiosis or occupational lung disease — long-term,hard
pneumonitis,pneumonitis炎,1,physiology,"These disorders include IPF, asbestosis, sarcoidosis, and drug-induced pneumonit",hard
pnf,本体感觉神经肌肉促进法,38,musculoskeletal,Proprioceptive neuromuscular facilitation (PNF) methods take several forms but t,easy
politis,politis炎,1,physiology,"Politis M, Wu K, Molloy S, P GB, Chaudhuri KR, Piccini P.",hard
polyuria,polyuria尿症,2,physiology,"Common symptoms associated with hyperglycemia include polyuria, fatigue, weaknes",hard
pool-based,pool基础的,1,physiology,"For pool-based exercise, a water temperature of 83° to 88° F (28° to 31° C) aids",hard
poorer,更差的,4,physiology,Individuals completing less than 300 m (~984 ft) during the 6-min walk demonstra,hard
population-based,基于人群的,5,physiology,Physical performance limitations and participation restrictions among cancer sur,hard
population-health,人群健康,1,physiology,Too much sitting: the population-health science of sedentary behavior.,hard
population-level,population水平,1,physiology,"Evaluating the Carrot Rewards App, a population-level incentive-based interventi",hard
population-specific,人群特异性的,4,cardiovascular,"Because of this variance, population-specific, two-component model conversion fo",hard
posit,假设,1,fitness,Ecological models posit that behavior results from influences at multiple levels,hard
position,体位/姿势,144,fitness,851 SPECIAL COMMUNICATIONS American College of Sports Medicine Position Stand.,easy
positional,position的,1,fitness,Muscles and joints with significant tightness or contracture may require longer ,hard
positioned,定位的,2,fitness,"If an HR monitor (i.e., chest strap or wristwatch) is used, it should fit snugly",hard
positioning,体位摆放,3,fitness,Individual’s limits of painful movements should guide positioning on the exercis,hard
positions,位置,10,fitness,The outstanding scientists and clinicians who have served in leadership position,medium
positive,阳性的,60,fitness,The PAR-Q+ is an evidence-based tool and was developed in part to reduce barrier,easy
positive predictive value,阳性预测值,2,fitness,The positive predictive value is the percentage of individuals with an abnormal ,hard
positively,正向地,25,fitness,"Compared with CTRL, mus- cle hypertrophy was positively affected by standard RT ",easy
posits,假设,1,fitness,"SCT posits that individuals learn from external reinforcements and punishments, ",hard
post-myocardial,后myocardial,1,cardiovascular,cause mortality are reduced in patients with post-myocardial infarction (MI) who,hard
postbronchodilator,支气管扩张后,2,physiology,Postbronchodilator,hard
postdialysis,postdialysis溶解,3,physiology,"Special Considerations  Hemodialysis ■ Immediately postdialysis, most individual",hard
poster,海报,1,physiology,A Comparison of Land and Water Based Mixed Exercise Interventions on Pain for Ad,hard
posterior,后方的,6,physiology,Types of Flexibility Exercises Flexibility exercise should target the major musc,medium
posterolateral,后外侧的,4,physiology,The individual slides moveable blocks with their toes as far as possible in the ,hard
posteromedial,后内侧的,4,musculoskeletal,The individual slides moveable blocks with their toes as far as possible in the ,hard
postevent,postev的,1,physiology,Absence of CHF or signs/symptoms indicating postevent ischemia,hard
postexercise,运动后,33,assessment,Most protocols that use postexercise HR to assess CRF also use these shorter tim,easy
postmyocardial,postmyocardi的,1,cardiovascular,Medically stable postmyocardial infarction,hard
postprocedure,postproced过程,1,rehabilitation,postprocedure ischemia,hard
prediabetes,糖尿病前期,16,rehabilitation,Objectively measured physical activity and sedentary time are associated with ca,medium
prediagnosis,prediagnosis症,1,cardiovascular,Physical Activity Patterns in Cancer Survivors Exercise volume often decreases d,hard
predialysis,predialysis溶解,2,rehabilitation,Some researchers have used 1-RM testing in predialysis individuals with CKD with,hard
predisposition,易患性,3,fitness,Behavioral lifestyle choices are consistently reported to be the single greatest,hard
preeclampsia,子痫前期,2,metabolism,"gain and gestational diabetes mellitus, decreased risk of preeclampsia and",hard
pregnancy-induced,pregnancy引起的,1,rehabilitation,Preeclampsia or pregnancy-induced hypertensionc,hard
premature ventricular contraction,室性早搏,2,physiology,premature ventricular contraction,hard
preregistration,preregistra过程,1,metabolism,"tion methodology, lack of preregistration, poor report-",hard
preschool-aged,preschool年龄的,1,rehabilitation,further age specificity by delineating PA recommendations for preschool-aged chi,hard
prescription,运动处方,335,rehabilitation,"Resistance Training Prescription for Muscle Function, Hypertrophy, and Physical ",easy
prescriptions,处方,7,rehabilitation,Resistance training prescriptions to improve muscle function and hypertrophy.,hard
prescriptive,prescrip的,2,rehabilitation,"PA as well as relevant prescriptive considerations. The authors, editors, and",hard
preventiontreatmentofhighbloodpressure,preventiontreatmentofhighbloodpress过程,1,metabolism,/HighBloodPressure/PreventionTreatmentofHighBloodPressure/Physical-Activity-,hard
prisma,系统评价与荟萃分析优先报告条目,2,musculoskeletal,There were insufficient data FIGURE 1—Preferred Reporting Items for Systematic R,hard
prisma-compliant,prisma-compli的,1,musculoskeletal,Home-based exercise programmes improve physical fitness of healthy older adults:,hard
proc,程序,14,rehabilitation,blood pressure management: a systematic review and meta-analysis. Mayo Clin Proc,medium
procainamide,普鲁卡因胺,1,cardiovascular,Procainamide ↔ Rest and exercise ↔ Rest and exercise Rest may prolong QRS and QT,hard
procedural,procedur的,1,rehabilitation,"Procedural details for EIB diagnostic testing have been described (120,122).",hard
procedure,操作,16,rehabilitation,This is intended to better align with relevant evidence that exercise testing is,medium
procedures,操作程序,71,rehabilitation,Exercise professionals who supervise exercise and fitness programs should have c,easy
processes,过程,13,rehabilitation,Arm: With the individual standing and arms hanging freely at the sides with hand,medium
processing,处理,11,rehabilitation,Individuals display an augmented sensory processing and inability to modulate pa,medium
proctor,监督员,5,rehabilitation,"Chodzko-Zajko WJ, Proctor DN, Fiatarone Singh MA, et al.",medium
proficiency-second,熟练度第二,2,rehabilitation,Reliability and responsiveness of the Bruininks- Oseretsky test of motor profici,hard
prognosis,预后,35,cardiovascular,The pattern of body fat distribution is recognized as an important indicator of ,easy
progression,进阶,111,prescription,Exercise programs are generally constructed by manipulating six factors comprisi,easy
progressive overload,渐进超负荷,11,fitness,Progressive overload is a concept considered funda- mental to RT programming pri,hard
progressive-relapsing,进展复发型,1,rehabilitation,Progressive-relapsing,hard
propensity,propens性质,1,cardiovascular,This deserves special attention given the increasing propensity of health insure,hard
proprioceptive neuromuscular facilitation,本体感觉神经肌肉促进法,15,musculoskeletal,Proprioceptive neuromuscular facilitation (PNF) methods take several forms but t,hard
proprioceptive training,本体感觉训练,1,fitness,"Neuromotor exercise training, which combines balance, agility, and proprioceptiv",hard
prostatectomy,prostatectomy切除术,1,rehabilitation,"Watch for arm/shoulder symptoms, including lymphedema, and reduce resistance or ",hard
protease,蛋白酶,1,rehabilitation,"Protease inhibitors, another common treatment option, are associated with insuli",hard
protect,保护,4,rehabilitation,"Also, all reasonable efforts must be made to protect the privacy of individual’s",hard
protected,受保护的,2,rehabilitation,Facial skin was chosen because this area of the body is typically not protected ,hard
